song_x,year_x,artist_x,genre_x,video_length,scene_count,frame_count,mot_int_mean,mot_int_std,lighting_met,light_mean,sat_met,sat_mean,col_en,colness,most_predominant_topic
yeah-3x,2011,chris-brown,Hip-Hop,256,194,7689,0.244119666,0.102536055,-7307.74483,86.45790408,-702242.0483,144.6249932,274.6217283,41.59606684,topic_10
dirty-bass,2012,far-east-movement,Hip-Hop,212,162,5094,0.248642374,0.122420464,629031.9388,101.7325954,-1201398.607,154.1811939,644.9103506,32.78411789,topic_22
used-to-this,2016,future,Hip-Hop,229,91,5503,0.149223712,0.077063827,237230.9046,69.47873016,-1101695.986,90.06731383,161.7498644,39.71990338,topic_22
who-cares,2006,gnarls-barkley,Hip-Hop,146,4,4405,0.024182379,0.061451781,397588.9766,99.08164909,-659856.9759,179.6751655,432.9533685,34.17934576,topic_22
white-flag-warrior,2010,flobots,Hip-Hop,220,146,5300,0.254774586,0.11039109,1160391.32,106.2038006,-980901.3138,128.6557736,611.6223893,33.82861255,topic_14
forever,2008,chris-brown,Hip-Hop,278,203,8351,0.129806856,0.082058837,-418552.4598,71.23917769,-174669.6361,139.0486349,261.034158,25.99794403,topic_14
gifted,2013,french-montana,Hip-Hop,257,134,6180,0.075322026,0.052003453,-863220.5291,67.66459421,-566780.4769,116.8313725,170.8959487,28.83671807,topic_22
off-top,2015,earl-sweatshirt,Hip-Hop,107,24,2578,0.10264798,0.080161074,31058.67727,93.91421385,-673128.135,179.5982641,,53.05324911,topic_14
one-in-a-million,2014,down-with-webster,Hip-Hop,200,35,4802,0.064537009,0.05219469,-352699.9254,36.04380495,-1269997.394,113.2830574,109.8886078,11.82665036,topic_14
rockstar,2012,dappy,Hip-Hop,227,181,5459,0.231037159,0.143887772,-288041.135,62.79622868,-1359345.648,169.6744697,355.5085494,18.03040642,topic_14
the-truth,1999,beanie-sigel,Hip-Hop,236,144,5673,0.193094736,0.087004427,62473.21787,84.83410643,18652.0208,142.0243988,236.7030486,46.20876201,topic_22
black-ice,1998,goodie-mob,Hip-Hop,212,127,5107,0.295271684,0.138017831,834009.1948,112.1012947,433266.6777,179.1389895,542.7777479,60.23655665,topic_4
yin-yang,2012,dappy,Hip-Hop,242,138,5832,0.184243604,0.08676596,305333.7399,61.16196935,-1468061.838,109.8109828,254.9463375,31.02639701,topic_22
take-me-away,2010,danny-fernandes,Hip-Hop,208,176,4994,0.226747052,0.135401956,32513.46856,92.48297073,-214153.8174,147.2377175,321.7882812,45.68254831,topic_14
dirty-south,1995,goodie-mob,Hip-Hop,230,85,5537,0.162481098,0.096863519,28335.34188,100.3114024,-334422.1178,162.4178726,406.585566,52.1542023,topic_19
balla-baby,2004,chingy,Hip-Hop,219,192,6571,0.222565787,0.105323436,196274.9766,96.87253195,75278.92604,149.743666,333.7975663,54.20056906,topic_24
fix,1996,blackstreet,Hip-Hop,324,251,8111,0.262007972,0.10021871,166353.8877,89.52332259,-457845.7921,173.7236298,300.5864372,34.41815676,topic_17
california-love,2007,2pac,Hip-Hop,411,175,12345,0.142933235,0.103005938,-263469.1547,96.71638017,458159.8753,194.0436147,387.3703556,48.23452282,topic_22
the-game,1998,def-squad,Hip-Hop,213,139,5114,0.162995597,0.088310483,-163143.6594,90.57163419,108678.3119,146.7185512,260.8624634,48.72991263,topic_13
these-are-the-times,1998,dru-hill,Hip-Hop,329,116,7906,0.148094707,0.083909088,-474210.81,102.2826627,419463.0935,180.6475363,497.5396458,29.63763415,topic_14
too-deep,2016,dvsn,Hip-Hop,139,12,3339,0.032593442,0.030825007,-1647530.646,101.5400418,-423752.6352,188.8708848,,26.46044172,topic_4
coronus-the-terminator,2014,flying-lotus,Hip-Hop,301,22,7230,0.071960857,0.055009028,-1546284.93,34.05280983,-1773198.428,115.7312873,109.9277351,7.784276594,topic_22
dream,2004,dizzee-rascal,Hip-Hop,220,65,6624,0.086900209,0.063055037,246964.6451,70.81773151,-949432.5734,114.9864684,233.3935556,23.2853715,topic_14
stunt,2011,2-chainz,Hip-Hop,186,133,4488,0.179187068,0.088490065,-586534.5497,91.76701419,-780437.9035,131.2556787,280.8833227,42.42291211,topic_14
what-u-doin,2010,big-sean,Hip-Hop,165,117,4975,0.182120906,0.067071894,220480.9807,78.54461463,-748634.3717,113.4792833,191.5142236,40.29458934,topic_22
me-so-horny,1989,2-live-crew,Hip-Hop,244,94,7327,0.136206797,0.057845823,-466915.6497,85.79532681,-830534.9333,154.2148857,549.1426894,21.22555867,topic_22
hold-it-now-hit-it,1986,beastie-boys,Hip-Hop,191,67,5740,0.174993406,0.083882043,515545.2685,91.79540278,-809982.8512,124.4348042,294.5827811,34.9887116,topic_18
moses,2015,french-montana,Hip-Hop,266,154,6408,0.236328736,0.111505619,1013904.201,92.4523489,-1487374.285,174.6911669,747.6604196,22.46306094,topic_14
get-no-better,2004,cassidy,Hip-Hop,233,220,7009,0.239932648,0.073323641,29644.885,96.15862966,-222064.6925,146.9337681,344.0280013,39.52149089,topic_14
sunshine,2018,atmosphere,Hip-Hop,222,10,5332,0.096637719,0.09223171,437416.3517,94.09352431,-1118041.18,163.3917754,402.1931608,35.91249432,topic_15
everything-100,2013,bone-thugs-n-harmony,Hip-Hop,213,153,5124,0.188094941,0.089770727,243905.4902,76.63345205,-996677.3679,151.3560914,265.3508947,28.4757526,topic_12
cat-d,2015,george-the-poet,Hip-Hop,225,62,5637,0.084393819,0.067173667,-470099.1173,46.55502503,-1652722.424,156.4670752,173.4765547,15.07309722,topic_24
never-catch-me,2014,flying-lotus,Hip-Hop,285,33,6863,0.06181142,0.051886445,-1300386.268,48.66168032,-1777310.515,134.3128132,175.8193041,11.25768653,topic_7
white-america,2002,eminem,Hip-Hop,356,31,8553,0.095647969,0.078936714,-218596.3388,63.38809519,-1119900.116,137.4790173,225.5566477,37.552449,topic_16
into-you,2003,fabolous,Hip-Hop,262,171,7861,0.262723072,0.131384187,700199.1361,94.37954548,-736293.6456,173.4985226,569.6895836,41.77742409,topic_2
lord-give-me-a-sign,2011,dmx,Hip-Hop,211,155,6360,0.201577024,0.120255877,216472.2498,74.40987764,-898248.859,107.7961215,,32.08456835,topic_16
5-steps,1996,dru-hill,Hip-Hop,294,164,7061,0.270820991,0.106524679,852426.3068,113.4649856,-133370.3747,163.6347747,408.1777727,50.7179797,topic_16
my,2020,future,Hip-Hop,229,21,5500,0.06100099,0.071138265,434738.0624,61.20569312,-1162997.329,155.682447,625.2081601,32.99752263,topic_12
amusement-park,2007,50-cent,Hip-Hop,189,78,4538,0.178126113,0.07012946,21444.8658,53.45726116,-994070.2096,115.6165531,201.9487444,23.88312148,topic_16
this-is-how-we-do,2003,big-tymers,Hip-Hop,257,183,6171,0.219023928,0.087379744,133146.1804,75.68354989,-707779.0846,155.8029653,266.1358285,28.69552954,topic_4
hot-spot,1999,foxy-brown,Hip-Hop,238,209,5728,0.204891512,0.079462601,-381610.7311,89.89528784,71960.43174,196.7918509,472.5642171,40.10449286,topic_18
follow-us,2010,big-boi,Hip-Hop,193,105,5798,0.236055296,0.105195002,334585.0429,89.97745548,-1273836.288,151.1189569,,45.03079851,topic_15
shawty-say,2008,david-banner,Hip-Hop,231,189,5547,0.193649782,0.085844204,-15312.06796,94.33225126,-157805.0966,144.0443971,297.8258779,36.49624784,topic_4
turn-up-the-music,2012,chris-brown,Hip-Hop,257,32,6176,0.103878927,0.05705741,-686606.5183,44.97071465,-1266183.116,127.2433482,196.838012,19.67195349,topic_13
world-go-round,2009,busta-rhymes,Hip-Hop,229,118,6895,0.159297402,0.080116163,244219.3182,98.54258041,-129055.0976,140.0588108,278.5027945,57.21271907,topic_10
3-foot-tall,2014,classified,Hip-Hop,227,180,5456,0.259630893,0.134857575,569591.9597,95.80515977,-594577.7069,168.6197863,436.6367983,29.27552536,topic_4
no-bueno,2013,angel-haze,Hip-Hop,254,117,6103,0.126139607,0.086583436,847515.9091,78.00332386,-1719625.695,210.4950055,747.1360635,24.83377601,topic_22
stuck-in-my-teeth,2015,circa-waves,Indie,192,96,4630,0.163636732,0.11918151,384826.0056,111.1334666,208923.4065,161.6442567,3806.27055,72.97654409,topic_20
summer-in-the-city,2012,freedom-fry,Indie,246,47,5908,0.115612443,0.09660669,1033319.709,92.29332526,-1541929.316,152.1405922,657.4050064,25.13997518,topic_20
blame-it-on-me,2014,george-ezra,Indie,224,42,5619,0.12365784,0.086425315,886436.9754,65.49940028,-1676964.812,122.471874,302.4711734,18.05057306,topic_20
fragile-bird,2011,city-and-colour,Indie,259,173,6220,0.194572342,0.137572049,-426910.9553,90.80267003,213388.7878,154.3622345,684.7648449,32.86326715,topic_3
going-home,2014,asgeir,Indie,235,18,5660,0.023853733,0.022080791,-729224.8341,58.79854381,-967712.3205,127.7370924,173.1914734,24.5875972,topic_27
train,2015,brick-mortar,Indie,200,45,4813,0.082333266,0.077438053,-533064.6856,78.32398399,-1068014.413,163.7907472,404.6414336,24.30989264,topic_20
marblehead-johnson,2002,the-bluetones,Indie,216,105,5421,0.175504642,0.101120234,9465.2114,96.89409623,280177.2765,123.4489566,271.8942946,46.89950914,topic_20
recovery,2013,frank-turner,Indie,216,70,5420,0.091953625,0.071747194,301413.2732,84.67532462,-1768064.719,172.1949118,546.3162662,16.68067934,topic_20
numbers,2016,daughter,Indie,263,52,6576,0.064878411,0.044905628,-1152288.184,63.03300125,-704840.6764,154.1589102,223.7644322,23.87499371,topic_3
wild-horses,2016,birdy,Indie,196,95,4907,0.130781232,0.10586874,-1510626.431,71.08310334,-858379.8335,168.5027592,395.3883701,18.23431302,topic_20
losing-days,2013,frank-turner,Indie,211,165,5285,0.184386033,0.073229064,-275171.3623,82.7173502,-1008979.429,146.7788542,303.1559462,29.44693499,topic_20
young-chasers,2015,circa-waves,Indie,139,108,3498,0.194914779,0.088726832,84500.92081,85.26841622,-1075622.663,167.2668767,inf,24.33933864,topic_20
the-next-storm,2015,frank-turner,Indie,214,146,5157,0.154059604,0.064614576,-1008106.216,66.5963439,-1436076.203,164.7499772,280.5451618,17.02807771,topic_20
lover-come-back,2015,city-and-colour,Indie,230,52,5529,0.104483061,0.05794973,609.3103635,60.3584878,-1689540.83,151.859899,262.5787596,14.09896729,topic_20
oceans,2016,coasts,Indie,248,113,5976,0.124907196,0.059353229,-672060.331,43.99302741,-1554825.792,104.4805849,134.8305865,14.41504652,topic_20
beach-house,2014,disaster-in-the-universe,Indie,161,84,3868,0.162102772,0.096614961,1092643.729,88.64107024,-1583805.428,141.3377841,599.6565712,27.07426151,topic_20
middle-management,2007,bishop-allen,Indie,171,85,5144,0.124282123,0.080515836,-235794.4827,83.31631428,-29315.27216,132.7096147,234.3368881,35.73420106,topic_20
fading-lines,2016,amber-arcades,Indie,247,7,6191,0.059702709,0.059085709,488206.5986,93.72241309,810436.1363,208.5365811,2063.899106,57.39324592,topic_8
a-ribbon,2004,devendra-banhart,Indie,159,1,3995,0.003622479,7.28E-05,995481,92.12025463,-1333780,142.0116262,476.2945454,22.12367677,topic_20
jesse-james,2012,freedom-fry,Indie,307,112,7378,0.126720503,0.100484104,1018444.028,113.0461665,-696912.6792,143.1913556,726.0106713,36.21469521,topic_20
i-gave-it-all,2017,aquilo,Indie,231,18,5785,0.055255834,0.073948164,-114737.8031,46.04181093,-1761782.888,134.0901879,200.8724941,11.07189019,topic_20
run,2007,amy-macdonald,Indie,8,3,202,0.094429369,0.066233761,-595929.7426,46.90787539,-1797203.332,161.5251175,200.6967218,8.366711103,topic_3
what-light-never-goes-dim,2016,aidan-knight,Indie,342,79,8216,0.050865417,0.072391908,-1294480.037,72.20799116,-555531.7973,147.2280045,,54.62722297,topic_20
falling-slowly,2007,glen-hansard,Indie,242,77,7263,0.136329508,0.077307053,-407053.3748,84.29709743,-857655.8834,156.0979769,446.0491336,22.83246353,topic_20
i-went-too-far,2014,aurora,Indie,223,11,5358,0.06796539,0.071303577,120183.1064,50.61494259,-1406630.512,131.413784,309.5501462,20.11882083,topic_20
pops,2016,angel-olsen,Indie,280,57,6744,0.069641852,0.083914949,-711147.7294,51.82529736,-1162296.942,160.6624552,348.2463189,5.868602894,topic_8
just-so,2010,agnes-obel,Indie,214,81,5355,0.185882658,0.117640489,-274414.347,67.46378494,-1343286.908,151.4675099,330.3950481,32.25364782,topic_20
elevator-operator,2015,courtney-barnett,Indie,341,41,8540,0.073059296,0.048150818,-349660.042,48.44505379,-1757842.837,142.346097,198.9286478,10.80835952,topic_20
lemonade,2010,cocorosie,Indie,209,35,5243,0.060492454,0.072488619,-907034.6477,73.26874667,-909203.2121,171.5990768,251.2353669,19.11394347,topic_8
21,2015,freedom-fry,Indie,217,150,5224,0.202228402,0.132736054,-891973.5295,110.7847724,121940.5124,152.0559772,739.6158644,38.96265239,topic_20
rolling-down,2011,freedom-fry,Indie,154,16,4623,0.109142982,0.070169001,-293466.0353,76.24376724,-973052.5135,151.9277833,525.0259488,20.85607714,topic_20
keeping-your-head-up,2016,birdy,Indie,215,112,5400,0.105791954,0.082146028,-923362.9163,94.99657889,304447.2591,191.0828926,351.0515861,33.45337006,topic_20
land-of-gathering,2013,the-ceremonies,Indie,315,99,7576,0.1103671,0.058815163,190608.2713,70.01321625,-1281476.492,136.9447663,667.2820415,16.35371413,topic_8
fuel-to-fire,2013,agnes-obel,Indie,329,13,9883,0.161242636,0.100037072,-53478.07538,30.79302234,-126212.6509,190.694086,287.3131839,0.161533028,topic_20
baby,2009,devendra-banhart,Indie,188,71,5641,0.140681731,0.092430591,95107.80925,105.3948323,-944092.7004,110.2987825,390.6081321,45.66123002,topic_20
dead-fox,2015,courtney-barnett,Indie,213,76,5335,0.083820625,0.096459786,-122290.3104,70.31127388,-590085.7087,114.0923844,210.3544956,41.93404494,topic_20
king-and-cross,2013,asgeir,Indie,214,2,5361,0.037421752,0.032480342,-3638965.669,26.07899552,-1838042.753,167.615538,inf,4.252847329,topic_20
only-love,2011,ben-howard,Indie,232,134,5815,0.199252737,0.097001913,38203.54084,75.41719715,-1575849.379,198.0876758,703.8365763,11.04664523,topic_14
mittens,2020,frank-turner,Indie,272,1,6819,0.032482102,0.020205076,-2148409,61.00997396,-1168294,166.5364714,205.6513844,30.55203047,topic_18
bluetonic,2002,the-bluetones,Indie,240,53,6001,0.081646891,0.068519713,-122788.3199,75.83944808,-23870.80637,117.6010335,207.095641,46.73547531,topic_26
you-there,2014,aquilo,Indie,275,43,6603,0.12436472,0.101465367,-812257.9175,65.7057016,-1203598.205,174.652739,452.4835022,15.8476166,topic_1
back-to-love,2013,dj-pauly-d,Indie,222,119,5348,0.244875585,0.138706746,667682.9839,100.4515774,-936513.9867,160.7586802,500.7584885,20.59126398,topic_5
so-down-low,2015,the-elwins,Indie,188,27,4521,0.08172588,0.074153343,1385105.601,102.9114501,-1333479.266,162.2074091,603.012794,35.92811316,topic_4
dorian,2013,agnes-obel,Indie,341,70,8542,0.070387675,0.094133345,-878317.0088,79.78011178,-1161182.367,135.7702612,395.5174185,22.58411468,topic_4
soundcheck,2016,catfish-and-the-bottlemen,Indie,274,107,6862,0.277701141,0.153546184,621648.2123,95.09297789,-1351133.79,221.3138922,1583.902397,1.553096145,topic_5
put-your-number-in-my-phone,2014,ariel-pink,Indie,179,53,4315,0.108524964,0.076256235,-86505.7314,61.2697002,-1418718.345,119.1192243,193.2940511,24.5693406,topic_18
how,2018,daughter,Indie,269,69,6748,0.101033102,0.089351314,72875.70465,57.97189096,-1435180.557,144.1276374,267.3147523,20.34538964,topic_19
sunburns,2014,fences,Indie,236,31,5678,0.141824832,0.124975323,-184299.9209,41.17368727,-12335.27668,183.5160709,3728.35235,1.838809641,topic_14
twice,2016,catfish-and-the-bottlemen,Indie,198,1,4961,0.053961322,0.029273131,-3690847,19.90240017,0,254.9789714,9314.868517,0,topic_4
all-clear,2016,aidan-knight,Indie,247,56,5948,0.08244388,0.081207215,-380969.4632,68.91672265,-1127631.471,163.245401,411.1204762,27.72576619,topic_22
hanging-around,2002,gemma-hayes,Indie,228,60,5721,0.100195464,0.06939638,-116396.5595,87.56972134,-114496.3693,186.5316334,580.1419192,10.24691607,topic_10
pedestrian-at-best,2015,courtney-barnett,Indie,231,86,5782,0.156895773,0.067794861,397537.9658,90.08088816,-1390837.397,153.5748624,360.5676334,39.43033823,topic_22
lowly-deserter,2015,glen-hansard,Indie,230,34,5756,0.087588204,0.061949337,-370997.9997,62.67942187,-1655403.942,120.7831604,191.8235115,24.79147585,topic_15
follow-the-road,2011,the-dunwells,Indie,198,60,4760,0.146811126,0.06926541,-313802.6,85.29670489,-531636.8244,193.2275508,411.1444056,38.28478638,topic_10
thirst,2013,city-and-colour,Indie,205,108,4936,0.18104927,0.130568652,252896.5725,90.71824228,-226423.4528,156.2814349,316.9152157,57.85679344,topic_22
swimming-pool,2016,emmy-the-great,Indie,254,25,6106,0.048226686,0.065106552,-2116126.728,50.36157919,-1642252.189,142.9948552,231.3096509,16.03841985,topic_2
high-hope,2012,glen-hansard,Indie,244,35,6115,0.148366788,0.090993689,-15222.84039,54.8012462,-734706.328,226.604009,4136.049197,4.767691698,topic_22
gibraltar,2015,beirut,Indie,223,9,5376,0.074651294,0.082487205,1289428.784,93.40997626,-662885.0952,205.9165223,1965.180758,20.09845644,topic_18
pacifier,2014,catfish-and-the-bottlemen,Indie,240,2,6014,0.053816763,0.031666126,-372429.1593,36.83516652,-1678118.682,148.6120751,151.1568707,9.707589743,topic_7
words,2011,ane-brun,Indie,261,2,6545,0.039209533,0.032182367,-741836.6387,60.06592539,-1427165.912,110.0927997,129.489373,28.88849515,topic_5
still,2013,daughter,Indie,224,55,5614,0.065113235,0.048590997,-1064258.451,72.51568393,-714925.2805,198.2121555,291.7234422,28.70744295,topic_4
words-as-weapons,2013,birdy,Indie,237,62,5945,0.119059533,0.093145303,-1460009.36,57.75205888,-1384228.658,158.1255376,489.7581559,11.56300908,topic_16
no-no-no,2015,beirut,Indie,189,15,4541,0.061695286,0.049248523,793311.0551,82.34169255,-1327850.899,69.72320251,153.4364228,45.92817989,topic_16
high-wild,2014,angel-olsen,Indie,231,1,6960,0.007961704,6.24E-06,1375577,112.4877546,-920690,128.6460475,656.4329585,45.42245324,topic_20
the-lonely-life,2013,city-and-colour,Indie,271,26,8160,0.14947893,0.088564126,432272.6903,75.97392364,-1060590.148,195.5809735,779.0537104,12.49387398,topic_24
listen-to-the-man,2014,george-ezra,Indie,243,25,6085,0.080167884,0.055570412,-50307.23665,64.49833152,-1646708.593,108.874935,180.4200431,26.31157886,topic_16
lighten-up,2014,citizens,Indie,15,8,399,0.088194195,0.062138874,-904659.3985,49.80428272,-899081.6642,120.1619406,157.2086689,15.56655172,topic_22
you-know-it,2017,colony-house,Indie,193,22,4653,0.078737412,0.055057949,-76768.63894,37.88242987,-1468372.302,99.76766835,104.0291846,20.59144463,topic_22
leggy-blonde,2008,flight-of-the-conchords,Indie,217,29,6527,0.108481388,0.101075859,247573.4379,73.22746698,-1382089.056,139.8907426,403.9255088,22.56751945,topic_25
hourglass,2014,catfish-and-the-bottlemen,Indie,379,1,9481,0.051174773,0.042701751,-433550,26.22730035,0,191.0430339,251.0959499,0.26599923,topic_13
holocene,2011,bon-iver,Indie,343,37,8246,0.080094746,0.072614966,-495659.2553,50.91194194,-1686058.916,130.5094161,225.573665,14.91480733,topic_16
jell-o,2014,ariel-pink,Indie,168,127,5046,0.188311935,0.136770563,140054.9417,100.7920632,307270.6744,167.847129,451.2878419,51.5573558,topic_26
torrent,2014,asgeir,Indie,216,26,5406,0.142467196,0.191159354,180654.0971,16.98330494,0,72.92025354,,0,topic_24
shut-up-kiss-me,2016,angel-olsen,Indie,203,94,4886,0.110300541,0.079370082,-374363.7462,65.819538,-748101.6965,130.4062563,217.8425669,21.32725813,topic_12
back-of-my-hand,2002,gemma-hayes,Indie,247,8,6200,0.053838525,0.039663703,-204993.3621,51.06333415,-595636.7915,92.12480231,127.4128584,19.00233445,topic_24
the-magician,2016,andy-shauf,Indie,231,3,5557,0.081835707,0.05253852,591369.9003,112.169752,127912.9077,121.8870694,,80.67032657,topic_4
budapest,2014,george-ezra,Indie,216,84,5416,0.073361279,0.038701274,-1791874.795,45.10147125,-1640115.609,111.3816704,100.0199088,21.17614528,topic_15
fade-to-grey,2015,anteros,Indie,204,54,5113,0.140625656,0.056813684,1363769.717,106.3315949,-1274734.577,140.142858,549.0593287,45.47572505,topic_4
keep-your-head-up,2011,ben-howard,Indie,234,135,5851,0.225253675,0.121560667,139064.7052,95.0528476,190244.4768,145.3752818,317.5342535,46.09755105,topic_7
bangs,2013,brick-mortar,Indie,238,149,5720,0.123375869,0.087386703,-545247.1187,60.35811684,-731125.8559,128.6464366,167.1228953,23.86368803,topic_3
tee-shirt,2014,birdy,Indie,159,40,3837,0.113305798,0.070725833,-1250938.871,68.7788512,-1312192.9,144.7554765,435.040809,16.59853749,topic_17
cocoon,2014,catfish-and-the-bottlemen,Indie,244,93,6108,0.104400301,0.05970291,-212750.2988,55.91515465,-1675720.989,141.8998073,224.427678,12.30293733,topic_12
young,2015,frankie-cosmos,Indie,176,18,5308,0.058722818,0.067257396,-1042154.593,93.47887355,267805.2291,180.0943906,840.0126786,34.22682324,topic_17
towers,2011,bon-iver,Indie,290,14,6971,0.070224059,0.063445557,-1240857.05,52.2589961,-1622571.915,103.9622937,132.7545993,17.12601973,topic_12
think-about-it,2008,flight-of-the-conchords,Indie,405,58,6089,0.02789812,0.026679777,-834171.4805,67.99988862,-433124.7261,193.8137323,216.9254767,25.13254288,topic_24
calling-me,2015,aquilo,Indie,221,38,5538,0.135877407,0.084664856,627499.6952,61.29522718,-1720515.388,141.6375174,336.9748253,15.58770425,topic_4
still-life,2014,dawn-golden,Indie,199,46,5977,0.047265547,0.051777111,103262.6634,60.6784361,-1483507.957,96.31606607,161.3756176,22.1603126,topic_4
when-we-were-young,2013,brett-dennen,Indie,230,141,5544,0.171988202,0.086753096,-446855.9648,80.74756227,-1707672.913,118.0714793,408.7655696,29.25242326,topic_24
skinny-love,2011,birdy,Indie,213,53,5342,0.082848069,0.079454365,-1271829.199,48.53173797,-1269810.61,147.7600229,230.967008,8.286484102,topic_2
runaway,2014,aurora,Indie,249,22,6246,0.080414709,0.070401242,600103.9974,63.87571856,-1701960.783,164.116474,,16.52598406,topic_4
let-it-all-go,2015,birdy,Indie,281,4,7044,0.029557636,0.023749281,-686485.2132,65.80866096,-1740603.052,114.4960549,183.571874,14.30248135,topic_18
aventine,2013,agnes-obel,Indie,254,50,6368,0.04000454,0.048043359,-1097833.112,87.69066328,468872.7999,174.8717714,,20.82058639,topic_4
no-care,2016,daughter,Indie,173,96,4328,0.127860633,0.132228859,-509616.9908,82.07333253,710142.9882,219.9827825,inf,32.97500095,topic_4
three-headed-woman,2013,boy-and-bear,Indie,259,34,6238,0.065498115,0.062738669,219001.7714,80.01017712,-808717.5338,103.0774232,198.3811215,43.18088682,topic_13
not-into-u,2015,astronomyy,Indie,263,4,6581,0.015004017,0.034349865,644634.1021,52.1626279,-1636310.503,162.5274081,383.8973041,27.39470099,topic_13
curiosity,2012,disaster-in-the-universe,Indie,235,81,5899,0.132230657,0.097023625,-425670.22,65.02295191,-135987.1819,204.1962222,5186.567903,22.89119029,topic_13
4-day-weekend,1998,the-bluetones,Indie,241,70,7239,0.155880296,0.121687872,224422.4806,74.8572246,-883341.8255,145.3456856,528.19397,25.99833403,topic_4
leaving-it-up-to-you,2014,george-ezra,Indie,216,1,5404,0.089289209,0.067797023,-138947,33.84469618,0,189.1382813,328.6347479,0,topic_2
familiar,2016,agnes-obel,Indie,265,28,6647,0.061975503,0.06255584,-167551.0006,98.63550593,1125340.581,203.4944144,405.7266073,61.06526504,topic_13
foolin,2009,devendra-banhart,Indie,167,70,4014,0.109731706,0.071261344,-1524423.964,77.20717696,-970069.4479,170.193583,421.3694746,24.0708254,topic_26
the-way-i-tend-to-be,2013,frank-turner,Indie,229,24,5733,0.087969958,0.060939654,376809.5011,61.72443463,-1598801.229,95.91941085,190.2545442,28.17398411,topic_13
bowie,2008,flight-of-the-conchords,Indie,201,58,6050,0.127716988,0.104259226,73713.45107,50.73034501,-1451446.827,115.7890617,234.2526268,20.8250612,topic_25
losing-you,2015,aquilo,Indie,203,12,5081,0.060144529,0.051208257,114306.677,47.58957751,-1689570.202,139.3584819,258.4896902,16.61164806,topic_13
bridges,2013,boy-and-bear,Indie,245,1,6148,0.00465447,1.97E-05,96094,97.72391975,-607710,121.4003086,228.616641,45.18793384,topic_18
dream-machines,2014,big-deal,Indie,176,83,4403,0.146721486,0.121289136,154293.8901,77.55664421,-547336.4822,152.467529,349.1536962,45.12949977,topic_4
luv-hold-me-down,2014,drowners,Indie,172,134,4129,0.207801602,0.118529817,-385856.0487,81.65439301,-676449.9736,179.7838897,543.9847988,25.81399367,topic_24
if,1998,the-bluetones,Indie,311,63,7796,0.149182762,0.104448832,2371.612237,106.1567291,119281.1428,167.0442133,467.3244963,33.23821261,topic_24
you-i,2017,colony-house,Indie,344,56,8267,0.088641387,0.045963982,-389862.8921,60.04246294,-1768840.341,126.32256,202.2937737,18.25095211,topic_13
true-romance,2012,citizens,Indie,219,55,5494,0.125439769,0.088521956,320680.0601,66.40893904,-1043983.636,161.4642288,431.083196,16.69419928,topic_2
elephant-gun,2007,beirut,Indie,271,54,8152,0.097725565,0.048030919,-237193.8778,65.02969274,-746487.1216,121.1021154,181.1634922,28.48342337,topic_24
on-my-way,2016,cardiknox,Indie,248,4,5969,0.114053025,0.074337993,-206712.6435,93.47315401,-768226.8846,171.9430445,495.6946494,24.48071781,topic_4
barcelona,2014,george-ezra,Indie,184,6,4623,0.055686534,0.031612335,7826.016656,51.22369699,-1732721.654,59.77696253,62.89147558,25.83318372,topic_12
youth,2013,daughter,Indie,260,2,6504,0.061474813,0.073982517,-677507.6336,5.855276934,0,235.2893896,93.08588,0,topic_4
my-favourite-faded-fantasy,2014,damien-rice,Indie,372,1,8941,0.055385426,0.06329566,658628,54.54142795,0,192.8182943,539.8215037,0,topic_24
wedding-ring,2015,glen-hansard,Indie,308,57,7718,0.13463005,0.090208591,43984.51581,82.41592984,-1539541.453,130.4950037,490.7618902,24.13139685,topic_12
conqueror,2014,aurora,Indie,212,57,5316,0.107347327,0.094746358,65363.58164,64.17737199,-1593091.741,94.32753467,167.8307303,25.01183764,topic_4
sucker,2017,the-big-moon,Indie,226,74,5670,0.097296974,0.08033372,271668.3956,63.77482579,-1579720.151,103.1536778,194.0516227,25.62468872,topic_4
riverside,2010,agnes-obel,Indie,229,63,5733,0.138371289,0.078270314,-1124157.671,46.61693584,-517905.9309,218.8106399,inf,4.630760496,topic_15
her-mercy,2015,glen-hansard,Indie,266,73,6653,0.101361736,0.084327102,-1280827.415,69.65009583,-1461122.602,143.2334144,355.4422593,24.43102713,topic_4
worship,2013,ane-brun,Indie,313,41,7842,0.089387165,0.12048945,460372.2924,71.66357476,-1715619.229,105.4264282,274.1780898,20.58664363,topic_4
voices-from-the-top-of-the-mountain,2015,adam-torres,Indie,338,2,10150,0.072682731,0.058605105,32678.09202,89.32850168,-1075455.917,144.1205874,285.6351564,44.62920328,topic_7
did-you-hear-the-rain,2013,george-ezra,Indie,177,41,4429,0.075658832,0.06651209,-682412.4762,49.86796365,-1572285.384,166.1611918,182.4645643,8.464911278,topic_7
light-me-up,2013,birdy,Indie,244,156,6102,0.208336503,0.134560902,26864.42691,87.47307739,-273332.2199,150.3361361,343.4883537,41.61221042,topic_25
josephine,2015,frank-turner,Indie,215,18,5392,0.219945989,0.147862192,1353902.871,79.80076192,0,245.7359714,inf,0,topic_4
cassy-o,2014,george-ezra,Indie,191,116,4796,0.131940929,0.102372713,-427105.0953,56.23758402,-1698545.848,110.9177012,187.1416819,23.35818954,topic_4
